purchase_id,student_id,subscription_type,refund_id,refunded_date,first_purchase_date,current_purchase_date,price,revenue_type,refunds,student_country
43,111756,monthly,NULL,NULL,2/15/2020 0:00,3/15/2020 0:00,34.38,recurring,revenue,DE
44,109048,monthly,NULL,NULL,2/15/2020 0:00,3/15/2020 0:00,28.8,recurring,revenue,TH
45,19477,annual,NULL,NULL,2/15/2020 0:00,2/15/2020 0:00,200.12,new,revenue,US
46,5325,annual,NULL,NULL,2/15/2020 0:00,2/15/2020 0:00,278.4,new,revenue,US
47,23811,annual,NULL,NULL,2/16/2020 0:00,2/16/2020 0:00,184.44,new,revenue,US
48,94985,monthly,NULL,NULL,2/16/2020 0:00,3/16/2020 0:00,42.86,recurring,revenue,DE
49,19342,annual,NULL,NULL,2/16/2020 0:00,2/16/2020 0:00,278.4,new,revenue,PE
7009,2438,annual,NULL,NULL,2/16/2020 2:00,2/16/2021 1:31,184.44,recurring,revenue,US
7010,3472,annual,NULL,NULL,2/16/2020 2:00,2/16/2020 2:00,184.44,new,revenue,US
50,134790,annual,NULL,NULL,2/17/2020 0:00,2/17/2020 0:00,278.4,new,revenue,
51,100885,monthly,NULL,NULL,2/17/2020 0:00,5/17/2020 0:00,43.9,recurring,revenue,ES
52,2377,annual,NULL,NULL,2/17/2020 0:00,2/17/2020 0:00,184.51,new,revenue,RS
53,57432,monthly,NULL,NULL,2/17/2020 0:00,3/17/2020 0:00,31.79,recurring,revenue,KR
54,138863,monthly,NULL,NULL,2/17/2020 0:00,2/17/2020 0:00,31.25,new,revenue,
55,32002,monthly,NULL,NULL,2/17/2020 0:00,5/17/2020 0:00,28.8,recurring,revenue,US
56,2704,annual,NULL,NULL,2/18/2020 0:00,2/18/2020 0:00,348,new,revenue,US
57,139757,monthly,NULL,NULL,2/18/2020 0:00,2/18/2020 0:00,36,new,revenue,
58,108763,monthly,NULL,NULL,2/18/2020 0:00,3/18/2020 0:00,28.8,recurring,revenue,RU
59,104986,monthly,NULL,NULL,2/18/2020 0:00,3/18/2020 0:00,36,recurring,revenue,DE
60,135381,monthly,NULL,NULL,2/18/2020 0:00,6/18/2020 0:00,28.8,recurring,revenue,
61,6643,monthly,NULL,NULL,2/18/2020 0:00,6/18/2020 0:00,43.99,recurring,revenue,GB
62,1544,annual,NULL,NULL,2/18/2020 0:00,2/18/2020 0:00,197.81,new,revenue,US
63,4685,annual,NULL,NULL,2/19/2020 0:00,2/19/2020 0:00,333.85,new,revenue,GB
64,134839,monthly,NULL,NULL,2/19/2020 0:00,2/19/2020 0:00,28.73,new,revenue,
65,21966,monthly,NULL,NULL,2/19/2020 0:00,5/19/2020 0:00,31.18,recurring,revenue,US
66,28074,monthly,NULL,NULL,2/19/2020 0:00,4/19/2020 0:00,35.05,recurring,revenue,DE
67,5339,annual,NULL,NULL,2/19/2020 0:00,2/19/2020 0:00,184.44,new,revenue,SA
7008,134794,annual,NULL,NULL,2/19/2020 2:00,2/19/2021 1:30,184.44,recurring,revenue,
68,14303,monthly,NULL,NULL,2/20/2020 0:00,4/20/2020 0:00,32.01,recurring,revenue,PK
69,25401,monthly,NULL,NULL,2/21/2020 0:00,4/21/2020 0:00,42.44,recurring,revenue,IN
70,12142,annual,NULL,NULL,2/21/2020 0:00,2/21/2020 0:00,184.44,new,revenue,US
71,18240,monthly,NULL,NULL,2/22/2020 0:00,6/23/2020 0:00,36,recurring,revenue,US
72,8081,annual,NULL,NULL,2/22/2020 0:00,2/22/2020 0:00,184.44,new,revenue,FR
73,1698,annual,NULL,NULL,2/22/2020 0:00,2/22/2020 0:00,278.4,new,revenue,US
74,3120,annual,NULL,NULL,2/22/2020 0:00,2/22/2020 0:00,201.5,new,revenue,US
7007,127245,annual,NULL,2/24/2020 15:07,2/22/2020 2:00,2/22/2020 2:00,87,new,refund,
75,139312,monthly,NULL,NULL,2/23/2020 0:00,2/23/2020 0:00,29.15,new,revenue,
76,22300,monthly,NULL,NULL,2/23/2020 0:00,5/23/2020 0:00,39.56,recurring,revenue,AU
77,1521,annual,NULL,NULL,2/23/2020 0:00,2/23/2020 0:00,184.44,new,revenue,SA
7006,110652,annual,NULL,3/4/2020 10:43,2/23/2020 2:00,2/23/2020 2:00,348,new,refund,FI
78,12092,monthly,NULL,NULL,2/24/2020 0:00,6/24/2020 0:00,31.18,recurring,revenue,US
79,134798,monthly,NULL,NULL,2/24/2020 0:00,3/24/2020 0:00,21.26,recurring,revenue,IN
80,134799,monthly,NULL,NULL,2/24/2020 0:00,2/24/2020 0:00,36,new,revenue,
81,1480,annual,NULL,NULL,2/25/2020 0:00,2/25/2020 0:00,184.44,new,revenue,US
82,109870,monthly,NULL,NULL,2/25/2020 0:00,4/25/2020 0:00,28.8,recurring,revenue,US
83,7100,monthly,NULL,NULL,2/25/2020 0:00,6/25/2020 0:00,28.8,recurring,revenue,US
84,10194,annual,NULL,NULL,2/25/2020 0:00,2/25/2020 0:00,328.11,new,revenue,IN
85,14543,monthly,NULL,NULL,2/25/2020 0:00,6/25/2020 0:00,43.92,recurring,revenue,NL
86,19018,monthly,NULL,NULL,2/26/2020 0:00,6/26/2020 0:00,35.5,recurring,revenue,PL
87,134801,monthly,NULL,NULL,2/26/2020 0:00,2/26/2020 0:00,42.43,new,revenue,
88,19784,annual,NULL,NULL,2/27/2020 0:00,2/27/2020 0:00,414.65,new,revenue,DE
89,32237,annual,NULL,NULL,2/27/2020 0:00,2/27/2020 0:00,224.77,new,revenue,SI
90,65759,annual,NULL,NULL,2/27/2020 0:00,2/27/2020 0:00,202.71,new,revenue,AU
91,134803,monthly,NULL,NULL,2/27/2020 0:00,2/27/2020 0:00,28.8,new,revenue,
92,10131,monthly,NULL,NULL,2/27/2020 0:00,4/18/2020 0:00,28.8,recurring,revenue,SG
93,34293,monthly,NULL,NULL,2/28/2020 0:00,3/28/2020 0:00,33.94,recurring,revenue,IN
94,134806,monthly,NULL,NULL,2/28/2020 0:00,2/28/2020 0:00,45.44,new,revenue,FI
95,7548,annual,NULL,NULL,2/28/2020 0:00,2/28/2020 0:00,278.4,new,revenue,US
96,19979,monthly,NULL,NULL,2/28/2020 0:00,6/28/2020 0:00,34.66,recurring,revenue,FR
7005,11303,annual,NULL,NULL,2/28/2020 2:00,2/28/2021 4:19,348,recurring,revenue,NO
97,24246,monthly,NULL,NULL,2/29/2020 0:00,5/29/2020 0:00,19.48,recurring,revenue,US
98,24897,monthly,NULL,NULL,2/29/2020 0:00,4/29/2020 0:00,38.25,recurring,revenue,US
99,72381,monthly,NULL,NULL,2/29/2020 0:00,3/29/2020 0:00,31.18,recurring,revenue,US
100,26416,monthly,NULL,NULL,2/29/2020 0:00,2/29/2020 0:00,36,new,revenue,NG
101,2765,monthly,NULL,NULL,2/29/2020 0:00,6/29/2020 0:00,31.18,recurring,revenue,US
102,31627,monthly,NULL,NULL,2/29/2020 0:00,4/29/2020 0:00,28.8,recurring,revenue,US
103,4117,monthly,NULL,NULL,2/29/2020 0:00,4/29/2020 0:00,36.65,recurring,revenue,CA
104,134808,monthly,NULL,NULL,2/29/2020 0:00,2/29/2020 0:00,30.6,new,revenue,
105,134809,annual,NULL,NULL,2/29/2020 0:00,2/29/2020 0:00,230.47,new,revenue,
106,96894,monthly,NULL,NULL,2/29/2020 0:00,2/29/2020 0:00,31.25,new,revenue,US
107,134810,monthly,NULL,NULL,3/1/2020 0:00,3/1/2020 0:00,43.55,new,revenue,
108,6589,annual,NULL,NULL,3/1/2020 0:00,3/1/2020 0:00,199.66,new,revenue,US
109,71249,monthly,NULL,NULL,3/1/2020 0:00,3/1/2020 0:00,36,new,revenue,RW
110,18222,monthly,NULL,NULL,3/2/2020 0:00,6/2/2020 0:00,35.77,recurring,revenue,IE
111,23694,monthly,NULL,NULL,3/2/2020 0:00,7/2/2020 0:00,28.8,recurring,revenue,US
112,134813,monthly,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,36,new,revenue,
113,22118,monthly,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,36,new,revenue,ZW
114,22735,monthly,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,45.16,new,revenue,SE
115,134814,monthly,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,36,new,revenue,
116,73179,monthly,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,36,new,revenue,XX
117,18378,annual,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,223.48,new,revenue,LV
118,3969,lifetime,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,249.9,new,revenue,DK
119,134815,monthly,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,30.53,new,revenue,
120,15328,annual,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,184.44,new,revenue,US
121,134816,annual,NULL,NULL,3/2/2020 0:00,3/2/2020 0:00,184.44,new,revenue,
122,135384,monthly,NULL,NULL,3/3/2020 0:00,7/3/2020 0:00,35.69,recurring,revenue,
123,125191,monthly,NULL,NULL,3/3/2020 0:00,4/3/2020 0:00,36,recurring,revenue,US
124,20134,monthly,NULL,NULL,3/3/2020 0:00,7/3/2020 0:00,43.66,recurring,revenue,BG
125,134817,monthly,NULL,NULL,3/3/2020 0:00,4/5/2020 0:00,28.8,recurring,revenue,
126,134818,annual,NULL,NULL,3/4/2020 0:00,3/4/2020 0:00,278.4,new,revenue,
127,6401,monthly,NULL,NULL,3/4/2020 0:00,5/4/2020 0:00,31.18,recurring,revenue,US
128,19391,monthly,NULL,NULL,3/5/2020 0:00,3/5/2020 0:00,33.95,new,revenue,IN
129,12387,monthly,NULL,NULL,3/5/2020 0:00,4/5/2020 0:00,32.83,recurring,revenue,IN
130,2645,annual,NULL,NULL,3/5/2020 0:00,3/5/2020 0:00,278.29,new,revenue,CA
131,134825,monthly,NULL,NULL,3/5/2020 0:00,3/5/2020 0:00,35.28,new,revenue,
132,128622,monthly,NULL,NULL,3/6/2020 0:00,3/6/2020 0:00,28.8,new,revenue,
133,1924,monthly,NULL,NULL,3/6/2020 0:00,4/6/2020 0:00,36,recurring,revenue,US
134,13497,monthly,NULL,NULL,3/6/2020 0:00,6/6/2020 0:00,36.23,recurring,revenue,IE
135,122752,annual,NULL,NULL,3/6/2020 0:00,3/6/2020 0:00,200.12,new,revenue,US
136,5913,monthly,NULL,NULL,3/6/2020 0:00,6/6/2020 0:00,21.21,recurring,revenue,IN
137,21449,monthly,NULL,NULL,3/7/2020 0:00,3/7/2020 0:00,43.61,new,revenue,GB
138,135382,monthly,NULL,NULL,3/7/2020 0:00,3/7/2020 0:00,36,new,revenue,
139,135383,monthly,NULL,NULL,3/7/2020 0:00,6/7/2020 0:00,30.53,recurring,revenue,
140,9508,annual,NULL,NULL,3/7/2020 0:00,3/7/2020 0:00,184.07,new,revenue,CL
141,14806,monthly,NULL,NULL,3/7/2020 0:00,4/7/2020 0:00,36,recurring,revenue,AE
142,26371,monthly,NULL,NULL,3/8/2020 0:00,5/8/2020 0:00,35.12,recurring,revenue,GB
143,35511,monthly,NULL,NULL,3/8/2020 0:00,4/8/2020 0:00,28.8,recurring,revenue,US
144,51952,monthly,NULL,NULL,3/8/2020 0:00,4/8/2020 0:00,28.8,recurring,revenue,US
145,2609,monthly,NULL,NULL,3/9/2020 0:00,3/9/2020 0:00,28.8,new,revenue,AE
146,1661,annual,NULL,NULL,3/9/2020 0:00,3/9/2020 0:00,184.09,new,revenue,MX
147,3221,monthly,NULL,NULL,3/9/2020 0:00,4/23/2020 0:00,36,recurring,revenue,NG
7004,15720,annual,NULL,NULL,3/9/2020 2:00,3/9/2021 0:54,184.44,recurring,revenue,US
148,28900,monthly,NULL,NULL,3/10/2020 0:00,4/10/2020 0:00,36.62,recurring,revenue,CA
149,134833,monthly,NULL,NULL,3/10/2020 0:00,3/10/2020 0:00,28.8,new,revenue,
150,134834,monthly,NULL,NULL,3/10/2020 0:00,3/10/2020 0:00,31.18,new,revenue,
151,11794,monthly,NULL,NULL,3/10/2020 0:00,6/10/2020 0:00,28.8,recurring,revenue,RU
152,125187,monthly,NULL,NULL,3/10/2020 0:00,3/10/2020 0:00,18,new,revenue,TR
153,9598,monthly,NULL,NULL,3/11/2020 0:00,6/11/2020 0:00,28.8,recurring,revenue,SG
154,23221,monthly,NULL,NULL,3/11/2020 0:00,5/11/2020 0:00,44.91,recurring,revenue,FR
155,30122,monthly,NULL,NULL,3/11/2020 0:00,4/13/2020 0:00,36.13,recurring,revenue,SG
156,18523,annual,NULL,NULL,3/11/2020 0:00,3/11/2020 0:00,217.35,new,revenue,IN
157,1845,annual,NULL,NULL,3/11/2020 0:00,3/11/2020 0:00,221.21,new,revenue,VN
7003,6699,annual,NULL,NULL,3/11/2020 2:00,3/11/2020 2:00,184.44,new,revenue,HK
158,63905,monthly,NULL,NULL,3/13/2020 0:00,3/13/2020 0:00,36,new,revenue,MU
159,43313,monthly,NULL,NULL,3/13/2020 0:00,4/29/2020 0:00,28.8,recurring,revenue,UA
160,6808,monthly,NULL,NULL,3/13/2020 0:00,6/13/2020 0:00,43.35,recurring,revenue,DE
161,22943,monthly,NULL,NULL,3/14/2020 0:00,6/14/2020 0:00,38.97,recurring,revenue,US
162,25173,monthly,NULL,NULL,3/14/2020 0:00,4/14/2020 0:00,28.8,recurring,revenue,US
163,25173,monthly,NULL,NULL,3/14/2020 0:00,4/14/2020 0:00,28.8,recurring,revenue,US
164,111756,monthly,NULL,NULL,3/15/2020 0:00,3/15/2020 0:00,35.17,new,revenue,DE
165,109048,monthly,NULL,NULL,3/15/2020 0:00,3/15/2020 0:00,28.8,new,revenue,TH
166,10338,annual,NULL,NULL,3/15/2020 0:00,3/15/2020 0:00,184.44,new,revenue,RO
167,25243,annual,NULL,NULL,3/15/2020 0:00,3/15/2020 0:00,225.02,new,revenue,IT
168,94985,monthly,NULL,NULL,3/16/2020 0:00,3/16/2020 0:00,43.99,new,revenue,DE
169,6301,monthly,NULL,NULL,3/16/2020 0:00,4/16/2020 0:00,36.48,recurring,revenue,GE
170,1295,annual,NULL,NULL,3/16/2020 0:00,3/16/2020 0:00,301.37,new,revenue,US
171,51865,monthly,NULL,NULL,3/16/2020 0:00,4/16/2020 0:00,19.12,recurring,revenue,US
172,134840,monthly,NULL,NULL,3/16/2020 0:00,4/16/2020 0:00,36,recurring,revenue,
173,31880,monthly,NULL,NULL,3/17/2020 0:00,5/17/2020 0:00,44.13,recurring,revenue,EE
174,778,annual,NULL,NULL,3/17/2020 0:00,3/17/2020 0:00,219.64,new,revenue,DE
175,100885,monthly,NULL,NULL,3/17/2020 0:00,5/17/2020 0:00,45.21,recurring,revenue,ES
176,57432,monthly,NULL,NULL,3/17/2020 0:00,3/17/2020 0:00,30.68,new,revenue,KR
177,32002,monthly,NULL,NULL,3/17/2020 0:00,5/17/2020 0:00,28.8,recurring,revenue,US
178,16292,annual,NULL,NULL,3/17/2020 0:00,3/17/2020 0:00,221.35,new,revenue,FR
179,18816,monthly,NULL,NULL,3/17/2020 0:00,6/17/2020 0:00,36,recurring,revenue,US
180,134841,monthly,NULL,NULL,3/17/2020 0:00,4/17/2020 0:00,36,recurring,revenue,
181,22660,monthly,NULL,NULL,3/17/2020 0:00,3/17/2020 0:00,36,new,revenue,US
182,134842,annual,NULL,NULL,3/18/2020 0:00,3/18/2020 0:00,184.44,new,revenue,
183,15015,annual,NULL,NULL,3/18/2020 0:00,3/18/2020 0:00,223.06,new,revenue,ES
184,108763,monthly,NULL,NULL,3/18/2020 0:00,3/18/2020 0:00,28.8,new,revenue,RU
185,104986,monthly,NULL,NULL,3/18/2020 0:00,3/18/2020 0:00,36,new,revenue,DE
186,135381,monthly,NULL,NULL,3/18/2020 0:00,6/18/2020 0:00,28.8,recurring,revenue,
187,6643,monthly,NULL,NULL,3/18/2020 0:00,6/18/2020 0:00,41.03,recurring,revenue,GB
188,13169,annual,NULL,NULL,3/19/2020 0:00,3/19/2020 0:00,217.42,new,revenue,IN
189,21966,monthly,NULL,NULL,3/19/2020 0:00,5/19/2020 0:00,31.18,recurring,revenue,US
190,28074,monthly,NULL,NULL,3/19/2020 0:00,4/19/2020 0:00,35.51,recurring,revenue,DE
191,135298,lifetime,NULL,NULL,3/19/2020 0:00,3/19/2020 0:00,214,new,revenue,
192,1562,annual,NULL,NULL,3/20/2020 0:00,3/20/2020 0:00,184.44,new,revenue,US
193,14303,monthly,NULL,NULL,3/20/2020 0:00,4/20/2020 0:00,27.41,recurring,revenue,PK
194,2437,annual,NULL,NULL,3/21/2020 0:00,3/21/2020 0:00,200.12,new,revenue,US
195,26051,monthly,NULL,NULL,3/21/2020 0:00,4/21/2020 0:00,33.95,recurring,revenue,IN
196,25401,monthly,NULL,NULL,3/21/2020 0:00,4/21/2020 0:00,40.68,recurring,revenue,IN
197,9444,monthly,NULL,NULL,3/21/2020 0:00,5/21/2020 0:00,39.06,recurring,revenue,US
198,18240,monthly,NULL,NULL,3/22/2020 0:00,6/23/2020 0:00,36,recurring,revenue,US
199,2521,lifetime,NULL,NULL,3/22/2020 0:00,3/22/2020 0:00,240.1,new,revenue,FR
200,22300,monthly,NULL,NULL,3/23/2020 0:00,5/23/2020 0:00,34.76,recurring,revenue,AU
201,17885,monthly,NULL,NULL,3/23/2020 0:00,6/23/2020 0:00,31.18,recurring,revenue,US
202,9181,annual,NULL,NULL,3/24/2020 0:00,3/24/2020 0:00,196.15,new,revenue,US
203,12092,monthly,NULL,NULL,3/24/2020 0:00,6/24/2020 0:00,31.18,recurring,revenue,US
